,Date,Year,Month,Day,DayOfYear
1522,1999-12-12,1999,12,12,346
1523,1999-12-13,1999,12,13,347
1524,1999-12-14,1999,12,14,348
1525,1999-12-15,1999,12,15,349
1526,1999-12-16,1999,12,16,350
1527,1999-12-17,1999,12,17,351
1528,1999-12-18,1999,12,18,352
1529,1999-12-19,1999,12,19,353
1530,1999-12-20,1999,12,20,354
1531,1999-12-21,1999,12,21,355
1532,1999-12-22,1999,12,22,356
1533,1999-12-23,1999,12,23,357
1534,1999-12-24,1999,12,24,358
1535,1999-12-26,1999,12,26,360
1536,1999-12-27,1999,12,27,361
1537,1999-12-28,1999,12,28,362
1538,1999-12-29,1999,12,29,363
1539,1999-12-30,1999,12,30,364
1540,1999-12-31,1999,12,31,365
1541,2000-01-01,2000,1,1,1
1542,2000-01-02,2000,1,2,2
1543,2000-01-03,2000,1,3,3
1544,2000-01-04,2000,1,4,4
1545,2000-01-05,2000,1,5,5
1546,2000-01-06,2000,1,6,6
1547,2000-01-07,2000,1,7,7
1548,2000-01-08,2000,1,8,8
1549,2000-01-09,2000,1,9,9
1550,2000-01-10,2000,1,10,10
1551,2000-01-11,2000,1,11,11
1552,2000-01-12,2000,1,12,12
1553,2000-01-13,2000,1,13,13
1554,2000-01-14,2000,1,14,14
1555,2000-01-15,2000,1,15,15
1556,2000-01-16,2000,1,16,16
1557,2000-01-18,2000,1,18,18
1558,2000-01-19,2000,1,19,19
1559,2000-01-20,2000,1,20,20
1560,2000-01-21,2000,1,21,21
1561,2000-01-22,2000,1,22,22
1562,2000-01-23,2000,1,23,23
1563,2000-01-24,2000,1,24,24
1564,2000-01-25,2000,1,25,25
1565,2000-01-26,2000,1,26,26
1566,2000-01-27,2000,1,27,27
1567,2000-01-28,2000,1,28,28
1568,2000-01-29,2000,1,29,29
1569,2000-01-30,2000,1,30,30
1570,2000-01-31,2000,1,31,31
1571,2000-02-01,2000,2,1,32
1572,2000-02-02,2000,2,2,33
1573,2000-02-03,2000,2,3,34
1574,2000-02-04,2000,2,4,35
1575,2000-02-05,2000,2,5,36
1576,2000-02-06,2000,2,6,37
1577,2000-02-07,2000,2,7,38
1578,2000-02-08,2000,2,8,39
1579,2000-02-09,2000,2,9,40
1580,2000-02-10,2000,2,10,41
1581,2000-02-11,2000,2,11,42
1582,2000-02-12,2000,2,12,43
1583,2000-02-13,2000,2,13,44
1584,2000-02-14,2000,2,14,45
1585,2000-02-15,2000,2,15,46
1586,2000-02-16,2000,2,16,47
1587,2000-02-17,2000,2,17,48
1588,2000-02-18,2000,2,18,49
1589,2000-02-19,2000,2,19,50
1590,2000-02-20,2000,2,20,51
1591,2000-02-21,2000,2,21,52
1592,2000-02-22,2000,2,22,53
1593,2000-02-23,2000,2,23,54
1594,2000-02-24,2000,2,24,55
1595,2000-02-25,2000,2,25,56
1596,2000-02-26,2000,2,26,57
1597,2000-02-27,2000,2,27,58
1598,2000-02-28,2000,2,28,59
1599,2000-02-29,2000,2,29,60
1600,2000-03-01,2000,3,1,61
1601,2000-03-02,2000,3,2,62
1602,2000-03-03,2000,3,3,63
1603,2000-03-04,2000,3,4,64
1604,2000-03-05,2000,3,5,65
1605,2000-03-06,2000,3,6,66
1606,2000-03-07,2000,3,7,67
1607,2000-03-08,2000,3,8,68
1608,2000-03-09,2000,3,9,69
1609,2000-03-10,2000,3,10,70
1610,2000-03-11,2000,3,11,71
1611,2000-03-12,2000,3,12,72
1612,2000-03-13,2000,3,13,73
1613,2000-03-14,2000,3,14,74
1614,2000-03-15,2000,3,15,75
1615,2000-03-16,2000,3,16,76
1616,2000-03-17,2000,3,17,77
1617,2000-03-18,2000,3,18,78
1618,2000-03-19,2000,3,19,79
1619,2000-03-20,2000,3,20,80
1620,2000-03-21,2000,3,21,81
1621,2000-03-22,2000,3,22,82
1622,2000-03-23,2000,3,23,83
1623,2000-03-24,2000,3,24,84
1624,2000-03-25,2000,3,25,85
1625,2000-03-26,2000,3,26,86
1626,2000-03-27,2000,3,27,87
1627,2000-03-28,2000,3,28,88
1628,2000-03-29,2000,3,29,89
1629,2000-03-30,2000,3,30,90
1630,2000-03-31,2000,3,31,91
1631,2000-04-01,2000,4,1,92
1632,2000-04-02,2000,4,2,93
1633,2000-04-03,2000,4,3,94
1634,2000-04-04,2000,4,4,95
1635,2000-04-05,2000,4,5,96
1636,2000-04-06,2000,4,6,97
1637,2000-04-07,2000,4,7,98
1638,2000-04-08,2000,4,8,99
1639,2000-04-09,2000,4,9,100
1640,2000-04-10,2000,4,10,101
1641,2000-04-11,2000,4,11,102
1642,2000-04-12,2000,4,12,103
1643,2000-04-13,2000,4,13,104
1644,2000-04-14,2000,4,14,105
1645,2000-04-15,2000,4,15,106
1646,2000-04-16,2000,4,16,107
1647,2000-04-17,2000,4,17,108
1648,2000-04-18,2000,4,18,109
1649,2000-04-19,2000,4,19,110
1650,2000-04-20,2000,4,20,111
1651,2000-04-21,2000,4,21,112
1652,2000-04-22,2000,4,22,113
1653,2000-04-23,2000,4,23,114
1654,2000-04-24,2000,4,24,115
1655,2000-04-25,2000,4,25,116
1656,2000-04-26,2000,4,26,117
1657,2000-04-27,2000,4,27,118
1658,2000-04-28,2000,4,28,119
1659,2000-04-29,2000,4,29,120
1660,2000-04-30,2000,4,30,121
1661,2000-05-01,2000,5,1,122
1662,2000-05-02,2000,5,2,123
1663,2000-05-03,2000,5,3,124
1664,2000-05-04,2000,5,4,125
1665,2000-05-05,2000,5,5,126
1666,2000-05-06,2000,5,6,127
1667,2000-05-07,2000,5,7,128
1668,2000-05-08,2000,5,8,129
1669,2000-05-09,2000,5,9,130
1670,2000-05-10,2000,5,10,131
1671,2000-05-11,2000,5,11,132
1672,2000-05-12,2000,5,12,133
1673,2000-05-13,2000,5,13,134
1674,2000-05-14,2000,5,14,135
1675,2000-05-15,2000,5,15,136
1676,2000-05-16,2000,5,16,137
1677,2000-05-17,2000,5,17,138
1678,2000-05-18,2000,5,18,139
1679,2000-05-19,2000,5,19,140
1680,2000-05-20,2000,5,20,141
1681,2000-05-21,2000,5,21,142
1682,2000-05-22,2000,5,22,143
1683,2000-05-23,2000,5,23,144
1684,2000-05-24,2000,5,24,145
1685,2000-05-25,2000,5,25,146
1686,2000-05-26,2000,5,26,147
1687,2000-05-27,2000,5,27,148
1688,2000-05-28,2000,5,28,149
1689,2000-05-29,2000,5,29,150
1690,2000-05-30,2000,5,30,151
1691,2000-05-31,2000,5,31,152
1692,2000-06-01,2000,6,1,153
1693,2000-06-02,2000,6,2,154
1694,2000-06-03,2000,6,3,155
1695,2000-06-04,2000,6,4,156
1696,2000-06-05,2000,6,5,157
1697,2000-06-06,2000,6,6,158
1698,2000-06-07,2000,6,7,159
1699,2000-06-08,2000,6,8,160
1700,2000-06-09,2000,6,9,161
1701,2000-06-10,2000,6,10,162
1702,2000-06-11,2000,6,11,163
1703,2000-06-12,2000,6,12,164
1704,2000-06-13,2000,6,13,165
1705,2000-06-14,2000,6,14,166
1706,2000-06-15,2000,6,15,167
1707,2000-06-16,2000,6,16,168
1708,2000-06-17,2000,6,17,169
1709,2000-06-18,2000,6,18,170
1710,2000-06-19,2000,6,19,171
1711,2000-06-20,2000,6,20,172
1712,2000-06-21,2000,6,21,173
1713,2000-06-22,2000,6,22,174
1714,2000-06-23,2000,6,23,175
1715,2000-06-24,2000,6,24,176
1716,2000-06-25,2000,6,25,177
1717,2000-06-26,2000,6,26,178
1718,2000-06-27,2000,6,27,179
1719,2000-06-28,2000,6,28,180
1720,2000-06-29,2000,6,29,181
1721,2000-06-30,2000,6,30,182
1722,2000-07-01,2000,7,1,183
1723,2000-07-02,2000,7,2,184
1724,2000-07-03,2000,7,3,185
1725,2000-07-04,2000,7,4,186
1726,2000-07-05,2000,7,5,187
1727,2000-07-06,2000,7,6,188
1728,2000-07-07,2000,7,7,189
1729,2000-07-08,2000,7,8,190
1730,2000-07-09,2000,7,9,191
1731,2000-07-10,2000,7,10,192
1732,2000-07-11,2000,7,11,193
1733,2000-07-12,2000,7,12,194
1734,2000-07-13,2000,7,13,195
1735,2000-07-14,2000,7,14,196
1736,2000-07-15,2000,7,15,197
1737,2000-07-16,2000,7,16,198
1738,2000-07-17,2000,7,17,199
1739,2000-07-18,2000,7,18,200
1740,2000-07-19,2000,7,19,201
1741,2000-07-20,2000,7,20,202
1742,2000-07-21,2000,7,21,203
1743,2000-07-22,2000,7,22,204
1744,2000-07-23,2000,7,23,205
1745,2000-07-24,2000,7,24,206
1746,2000-07-25,2000,7,25,207
1747,2000-07-26,2000,7,26,208
1748,2000-07-27,2000,7,27,209
1749,2000-07-28,2000,7,28,210
1750,2000-07-29,2000,7,29,211
1751,2000-07-30,2000,7,30,212
1752,2000-07-31,2000,7,31,213
1753,2000-08-01,2000,8,1,214
1754,2000-08-02,2000,8,2,215
1755,2000-08-03,2000,8,3,216
1756,2000-08-04,2000,8,4,217
1757,2000-08-05,2000,8,5,218
1758,2000-08-06,2000,8,6,219
1759,2000-08-07,2000,8,7,220
1760,2000-08-08,2000,8,8,221
1761,2000-08-09,2000,8,9,222
1762,2000-08-10,2000,8,10,223
1763,2000-08-11,2000,8,11,224
1764,2000-08-12,2000,8,12,225
1765,2000-08-13,2000,8,13,226
1766,2000-08-14,2000,8,14,227
1767,2000-08-15,2000,8,15,228
1768,2000-08-16,2000,8,16,229
1769,2000-08-17,2000,8,17,230
1770,2000-08-18,2000,8,18,231
1771,2000-08-19,2000,8,19,232
1772,2000-08-20,2000,8,20,233
1773,2000-08-21,2000,8,21,234
1774,2000-08-22,2000,8,22,235
1775,2000-08-23,2000,8,23,236
1776,2000-08-24,2000,8,24,237
1777,2000-08-25,2000,8,25,238
1778,2000-08-26,2000,8,26,239
1779,2000-08-27,2000,8,27,240
1780,2000-08-28,2000,8,28,241
1781,2000-08-29,2000,8,29,242
1782,2000-08-30,2000,8,30,243
1783,2000-08-31,2000,8,31,244
1784,2000-09-01,2000,9,1,245
1785,2000-09-02,2000,9,2,246
1786,2000-09-03,2000,9,3,247
1787,2000-09-04,2000,9,4,248
1788,2000-09-05,2000,9,5,249
1789,2000-09-06,2000,9,6,250
1790,2000-09-07,2000,9,7,251
1791,2000-09-08,2000,9,8,252
1792,2000-09-09,2000,9,9,253
1793,2000-09-10,2000,9,10,254
1794,2000-09-11,2000,9,11,255
1795,2000-09-12,2000,9,12,256
1796,2000-09-13,2000,9,13,257
1797,2000-09-14,2000,9,14,258
1798,2000-09-15,2000,9,15,259
1799,2000-09-16,2000,9,16,260
1800,2000-09-17,2000,9,17,261
1801,2000-09-18,2000,9,18,262
1802,2000-09-19,2000,9,19,263
1803,2000-09-20,2000,9,20,264
1804,2000-09-21,2000,9,21,265
1805,2000-09-22,2000,9,22,266
1806,2000-09-23,2000,9,23,267
1807,2000-09-24,2000,9,24,268
1808,2000-09-25,2000,9,25,269
1809,2000-09-26,2000,9,26,270
1810,2000-09-27,2000,9,27,271
1811,2000-09-28,2000,9,28,272
1812,2000-09-29,2000,9,29,273
1813,2000-09-30,2000,9,30,274
1814,2000-10-01,2000,10,1,275
1815,2000-10-02,2000,10,2,276
1816,2000-10-03,2000,10,3,277
1817,2000-10-04,2000,10,4,278
1818,2000-10-05,2000,10,5,279
1819,2000-10-06,2000,10,6,280
1820,2000-10-07,2000,10,7,281
1821,2000-10-08,2000,10,8,282
1822,2000-10-09,2000,10,9,283
1823,2000-10-10,2000,10,10,284
1824,2000-10-11,2000,10,11,285
1825,2000-10-12,2000,10,12,286
1826,2000-10-13,2000,10,13,287
1827,2000-10-14,2000,10,14,288
1828,2000-10-15,2000,10,15,289
1829,2000-10-16,2000,10,16,290
1830,2000-10-17,2000,10,17,291
1831,2000-10-18,2000,10,18,292
1832,2000-10-19,2000,10,19,293
1833,2000-10-20,2000,10,20,294
1834,2000-10-21,2000,10,21,295
1835,2000-10-22,2000,10,22,296
1836,2000-10-23,2000,10,23,297
1837,2000-10-24,2000,10,24,298
1838,2000-10-25,2000,10,25,299
1839,2000-10-26,2000,10,26,300
1840,2000-10-27,2000,10,27,301
1841,2000-10-28,2000,10,28,302
1842,2000-10-29,2000,10,29,303
1843,2000-10-30,2000,10,30,304
1844,2000-10-31,2000,10,31,305
1845,2000-11-01,2000,11,1,306
1846,2000-11-02,2000,11,2,307
1847,2000-11-03,2000,11,3,308
1848,2000-11-04,2000,11,4,309
1849,2000-11-05,2000,11,5,310
1850,2000-11-06,2000,11,6,311
1851,2000-11-07,2000,11,7,312
1852,2000-11-08,2000,11,8,313
1853,2000-11-09,2000,11,9,314
1854,2000-11-10,2000,11,10,315
1855,2000-11-11,2000,11,11,316
1856,2000-11-12,2000,11,12,317
1857,2000-11-13,2000,11,13,318
1858,2000-11-14,2000,11,14,319
1859,2000-11-15,2000,11,15,320
1860,2000-11-16,2000,11,16,321
1861,2000-11-17,2000,11,17,322
1862,2000-11-18,2000,11,18,323
1863,2000-11-19,2000,11,19,324
1864,2000-11-20,2000,11,20,325
1865,2000-11-21,2000,11,21,326
1866,2000-11-22,2000,11,22,327
1867,2000-11-23,2000,11,23,328
1868,2000-11-24,2000,11,24,329
1869,2000-11-25,2000,11,25,330
1870,2000-11-26,2000,11,26,331
1871,2000-11-27,2000,11,27,332
1872,2000-11-28,2000,11,28,333
1873,2000-11-29,2000,11,29,334
1874,2000-11-30,2000,11,30,335
1875,2000-12-01,2000,12,1,336
1876,2000-12-02,2000,12,2,337
1877,2000-12-03,2000,12,3,338
1878,2000-12-04,2000,12,4,339
1879,2000-12-05,2000,12,5,340
1880,2000-12-06,2000,12,6,341
1881,2000-12-07,2000,12,7,342
1882,2000-12-08,2000,12,8,343
1883,2000-12-09,2000,12,9,344
1884,2000-12-10,2000,12,10,345
1885,2000-12-11,2000,12,11,346
1886,2000-12-12,2000,12,12,347
1887,2000-12-13,2000,12,13,348
1888,2000-12-14,2000,12,14,349
1889,2000-12-15,2000,12,15,350
1890,2000-12-16,2000,12,16,351
1891,2000-12-17,2000,12,17,352
1892,2000-12-18,2000,12,18,353
1893,2000-12-19,2000,12,19,354
1894,2000-12-20,2000,12,20,355
1895,2000-12-21,2000,12,21,356
1896,2000-12-22,2000,12,22,357
1897,2000-12-23,2000,12,23,358
1898,2000-12-24,2000,12,24,359
1899,2000-12-25,2000,12,25,360
1900,2000-12-26,2000,12,26,361
1901,2000-12-27,2000,12,27,362
1902,2000-12-28,2000,12,28,363
1903,2000-12-29,2000,12,29,364
1904,2000-12-30,2000,12,30,365
1905,2000-12-31,2000,12,31,366
1906,2001-01-01,2001,1,1,1
1907,2001-01-02,2001,1,2,2
1908,2001-01-03,2001,1,3,3
1909,2001-01-04,2001,1,4,4
1910,2001-01-05,2001,1,5,5
1911,2001-01-06,2001,1,6,6
1912,2001-01-07,2001,1,7,7
1913,2001-01-08,2001,1,8,8
1914,2001-01-09,2001,1,9,9
1915,2001-01-10,2001,1,10,10
1916,2001-01-11,2001,1,11,11
1917,2001-01-12,2001,1,12,12
1918,2001-01-13,2001,1,13,13
1919,2001-01-14,2001,1,14,14
1920,2001-01-15,2001,1,15,15
1921,2001-01-16,2001,1,16,16
1922,2001-01-17,2001,1,17,17
1923,2001-01-18,2001,1,18,18
1924,2001-01-19,2001,1,19,19
1925,2001-01-20,2001,1,20,20
1926,2001-01-21,2001,1,21,21
1927,2001-01-22,2001,1,22,22
1928,2001-01-23,2001,1,23,23
1929,2001-01-24,2001,1,24,24
1930,2001-01-25,2001,1,25,25
1931,2001-01-26,2001,1,26,26
1932,2001-01-27,2001,1,27,27
1933,2001-01-28,2001,1,28,28
1934,2001-01-29,2001,1,29,29
1935,2001-01-30,2001,1,30,30
1936,2001-01-31,2001,1,31,31
1937,2001-02-01,2001,2,1,32
1938,2001-02-02,2001,2,2,33
1939,2001-02-03,2001,2,3,34
1940,2001-02-04,2001,2,4,35
1941,2001-02-05,2001,2,5,36
1942,2001-02-06,2001,2,6,37
1943,2001-02-07,2001,2,7,38
1944,2001-02-08,2001,2,8,39
1945,2001-02-09,2001,2,9,40
1946,2001-02-10,2001,2,10,41
1947,2001-02-11,2001,2,11,42
1948,2001-02-12,2001,2,12,43
1949,2001-02-13,2001,2,13,44
1950,2001-02-14,2001,2,14,45
1951,2001-02-15,2001,2,15,46
1952,2001-02-16,2001,2,16,47
1953,2001-02-17,2001,2,17,48
1954,2001-02-18,2001,2,18,49
1955,2001-02-19,2001,2,19,50
1956,2001-02-20,2001,2,20,51
1957,2001-02-21,2001,2,21,52
1958,2001-02-22,2001,2,22,53
1959,2001-02-23,2001,2,23,54
1960,2001-02-24,2001,2,24,55
1961,2001-02-25,2001,2,25,56
1962,2001-02-26,2001,2,26,57
1963,2001-02-27,2001,2,27,58
1964,2001-02-28,2001,2,28,59
1965,2001-03-01,2001,3,1,60
1966,2001-03-02,2001,3,2,61
1967,2001-03-03,2001,3,3,62
1968,2001-03-04,2001,3,4,63
1969,2001-03-05,2001,3,5,64
1970,2001-03-06,2001,3,6,65
1971,2001-03-07,2001,3,7,66
1972,2001-03-08,2001,3,8,67
1973,2001-03-09,2001,3,9,68
1974,2001-03-10,2001,3,10,69
1975,2001-03-11,2001,3,11,70
1976,2001-03-12,2001,3,12,71
1977,2001-03-13,2001,3,13,72
1978,2001-03-14,2001,3,14,73
1979,2001-03-15,2001,3,15,74
1980,2001-03-16,2001,3,16,75
1981,2001-03-17,2001,3,17,76
1982,2001-03-18,2001,3,18,77
1983,2001-03-19,2001,3,19,78
1984,2001-03-20,2001,3,20,79
1985,2001-03-21,2001,3,21,80
1986,2001-03-22,2001,3,22,81
1987,2001-03-23,2001,3,23,82
1988,2001-03-24,2001,3,24,83
1989,2001-03-25,2001,3,25,84
1990,2001-03-26,2001,3,26,85
1991,2001-03-27,2001,3,27,86
1992,2001-03-28,2001,3,28,87
1993,2001-03-29,2001,3,29,88
1994,2001-03-30,2001,3,30,89
1995,2001-03-31,2001,3,31,90
1996,2001-04-01,2001,4,1,91
1997,2001-04-02,2001,4,2,92
1998,2001-04-03,2001,4,3,93
1999,2001-04-04,2001,4,4,94
2000,2001-04-05,2001,4,5,95
2001,2001-04-06,2001,4,6,96
2002,2001-04-07,2001,4,7,97
2003,2001-04-08,2001,4,8,98
2004,2001-04-09,2001,4,9,99
2005,2001-04-10,2001,4,10,100
2006,2001-04-11,2001,4,11,101
2007,2001-04-12,2001,4,12,102
2008,2001-04-13,2001,4,13,103
2009,2001-04-14,2001,4,14,104
2010,2001-04-15,2001,4,15,105
2011,2001-04-16,2001,4,16,106
2012,2001-04-17,2001,4,17,107
2013,2001-04-18,2001,4,18,108
2014,2001-04-19,2001,4,19,109
2015,2001-04-20,2001,4,20,110
2016,2001-04-21,2001,4,21,111
2017,2001-04-22,2001,4,22,112
2018,2001-04-23,2001,4,23,113
2019,2001-04-24,2001,4,24,114
2020,2001-04-25,2001,4,25,115
2021,2001-04-26,2001,4,26,116
2022,2001-04-27,2001,4,27,117
2023,2001-04-28,2001,4,28,118
2024,2001-04-29,2001,4,29,119
2025,2001-04-30,2001,4,30,120
2026,2001-05-01,2001,5,1,121
2027,2001-05-02,2001,5,2,122
2028,2001-05-03,2001,5,3,123
2029,2001-05-04,2001,5,4,124
2030,2001-05-05,2001,5,5,125
2031,2001-05-06,2001,5,6,126
2032,2001-05-07,2001,5,7,127
2033,2001-05-08,2001,5,8,128
2034,2001-05-09,2001,5,9,129
2035,2001-05-10,2001,5,10,130
2036,2001-05-11,2001,5,11,131
2037,2001-05-12,2001,5,12,132
2038,2001-05-13,2001,5,13,133
2039,2001-05-14,2001,5,14,134
2040,2001-05-15,2001,5,15,135
2041,2001-05-16,2001,5,16,136
2042,2001-05-17,2001,5,17,137
2043,2001-05-18,2001,5,18,138
2044,2001-05-19,2001,5,19,139
2045,2001-05-20,2001,5,20,140
2046,2001-05-21,2001,5,21,141
2047,2001-05-22,2001,5,22,142
2048,2001-05-23,2001,5,23,143
2049,2001-05-24,2001,5,24,144
2050,2001-05-25,2001,5,25,145
2051,2001-05-26,2001,5,26,146
2052,2001-05-27,2001,5,27,147
2053,2001-05-28,2001,5,28,148
2054,2001-05-29,2001,5,29,149
2055,2001-05-30,2001,5,30,150
2056,2001-05-31,2001,5,31,151
2057,2001-06-01,2001,6,1,152
2058,2001-06-02,2001,6,2,153
2059,2001-06-03,2001,6,3,154
2060,2001-06-04,2001,6,4,155
2061,2001-06-05,2001,6,5,156
2062,2001-06-06,2001,6,6,157
2063,2001-06-07,2001,6,7,158
2064,2001-06-08,2001,6,8,159
2065,2001-06-09,2001,6,9,160
2066,2001-06-10,2001,6,10,161
2067,2001-06-11,2001,6,11,162
2068,2001-06-12,2001,6,12,163
2069,2001-06-13,2001,6,13,164
2070,2001-06-14,2001,6,14,165
2071,2001-06-15,2001,6,15,166
2072,2001-06-16,2001,6,16,167
2073,2001-06-17,2001,6,17,168
2074,2001-06-18,2001,6,18,169
2075,2001-06-19,2001,6,19,170
2076,2001-06-20,2001,6,20,171
2077,2001-06-21,2001,6,21,172
2078,2001-06-22,2001,6,22,173
2079,2001-06-23,2001,6,23,174
2080,2001-06-24,2001,6,24,175
2081,2001-06-25,2001,6,25,176
2082,2001-06-26,2001,6,26,177
2083,2001-06-27,2001,6,27,178
2084,2001-06-28,2001,6,28,179
2085,2001-06-29,2001,6,29,180
2086,2001-06-30,2001,6,30,181
2087,2001-07-01,2001,7,1,182
2088,2001-07-02,2001,7,2,183
2089,2001-07-03,2001,7,3,184
2090,2001-07-04,2001,7,4,185
2091,2001-07-05,2001,7,5,186
2092,2001-07-06,2001,7,6,187
2093,2001-07-07,2001,7,7,188
2094,2001-07-08,2001,7,8,189
2095,2001-07-09,2001,7,9,190
2096,2001-07-10,2001,7,10,191
2097,2001-07-11,2001,7,11,192
2098,2001-07-12,2001,7,12,193
2099,2001-07-13,2001,7,13,194
2100,2001-07-14,2001,7,14,195
2101,2001-07-15,2001,7,15,196
2102,2001-07-16,2001,7,16,197
2103,2001-07-17,2001,7,17,198
2104,2001-07-18,2001,7,18,199
2105,2001-07-19,2001,7,19,200
2106,2001-07-20,2001,7,20,201
2107,2001-07-21,2001,7,21,202
2108,2001-07-22,2001,7,22,203
2109,2001-07-23,2001,7,23,204
2110,2001-07-24,2001,7,24,205
2111,2001-07-25,2001,7,25,206
2112,2001-07-26,2001,7,26,207
2113,2001-07-27,2001,7,27,208
2114,2001-07-28,2001,7,28,209
2115,2001-07-29,2001,7,29,210
2116,2001-07-30,2001,7,30,211
2117,2001-07-31,2001,7,31,212
2118,2001-08-01,2001,8,1,213
2119,2001-08-02,2001,8,2,214
2120,2001-08-03,2001,8,3,215
2121,2001-08-04,2001,8,4,216
2122,2001-08-05,2001,8,5,217
2123,2001-08-06,2001,8,6,218
2124,2001-08-07,2001,8,7,219
2125,2001-08-08,2001,8,8,220
2126,2001-08-09,2001,8,9,221
2127,2001-08-10,2001,8,10,222
2128,2001-08-11,2001,8,11,223
2129,2001-08-12,2001,8,12,224
2130,2001-08-13,2001,8,13,225
2131,2001-08-14,2001,8,14,226
2132,2001-08-15,2001,8,15,227
2133,2001-08-16,2001,8,16,228
2134,2001-08-17,2001,8,17,229
2135,2001-08-18,2001,8,18,230
2136,2001-08-19,2001,8,19,231
2137,2001-08-29,2001,8,29,241
2138,2001-08-30,2001,8,30,242
2139,2001-08-31,2001,8,31,243
2140,2001-09-01,2001,9,1,244
2141,2001-09-02,2001,9,2,245
2142,2001-09-03,2001,9,3,246
2143,2001-09-04,2001,9,4,247
2144,2001-09-05,2001,9,5,248
2145,2001-09-06,2001,9,6,249
2146,2001-09-07,2001,9,7,250
2147,2001-09-08,2001,9,8,251
2148,2001-09-09,2001,9,9,252
2149,2001-09-20,2001,9,20,263
2150,2001-09-21,2001,9,21,264
2151,2001-09-22,2001,9,22,265
2152,2001-09-23,2001,9,23,266
2153,2001-09-24,2001,9,24,267
2154,2001-09-25,2001,9,25,268
2155,2001-09-26,2001,9,26,269
2156,2001-09-27,2001,9,27,270
2157,2001-09-29,2001,9,29,272
2158,2001-09-30,2001,9,30,273
2159,2001-10-01,2001,10,1,274
2160,2001-10-03,2001,10,3,276
2161,2001-10-04,2001,10,4,277
2162,2001-10-05,2001,10,5,278
2163,2001-10-06,2001,10,6,279
2164,2001-10-07,2001,10,7,280
2165,2001-10-08,2001,10,8,281
2166,2001-10-09,2001,10,9,282
2167,2001-10-10,2001,10,10,283
2168,2001-10-11,2001,10,11,284
2169,2001-10-12,2001,10,12,285
2170,2001-10-13,2001,10,13,286
2171,2001-10-14,2001,10,14,287
2172,2001-10-15,2001,10,15,288
2173,2001-10-16,2001,10,16,289
2174,2001-10-17,2001,10,17,290
2175,2001-10-18,2001,10,18,291
2176,2001-10-19,2001,10,19,292
2177,2001-10-20,2001,10,20,293
2178,2001-10-21,2001,10,21,294
2179,2001-10-22,2001,10,22,295
2180,2001-10-23,2001,10,23,296
2181,2001-10-24,2001,10,24,297
2182,2001-10-25,2001,10,25,298
2183,2001-10-26,2001,10,26,299
2184,2001-10-27,2001,10,27,300
2185,2001-10-29,2001,10,29,302
2186,2001-10-30,2001,10,30,303
2187,2001-10-31,2001,10,31,304
2188,2001-11-01,2001,11,1,305
2189,2001-11-02,2001,11,2,306
2190,2001-11-03,2001,11,3,307
2191,2001-11-04,2001,11,4,308
2192,2001-11-05,2001,11,5,309
2193,2001-11-06,2001,11,6,310
2194,2001-11-07,2001,11,7,311
2195,2001-11-08,2001,11,8,312
2196,2001-11-09,2001,11,9,313
2197,2001-11-10,2001,11,10,314
2198,2001-11-11,2001,11,11,315
2199,2001-11-12,2001,11,12,316
2200,2001-11-13,2001,11,13,317
2201,2001-11-14,2001,11,14,318
2202,2001-11-15,2001,11,15,319
2203,2001-11-16,2001,11,16,320
2204,2001-11-17,2001,11,17,321
2205,2001-11-18,2001,11,18,322
2206,2001-11-19,2001,11,19,323
2207,2001-11-20,2001,11,20,324
2208,2001-11-21,2001,11,21,325
2209,2001-11-22,2001,11,22,326
2210,2001-11-23,2001,11,23,327
2211,2001-11-24,2001,11,24,328
2212,2001-11-25,2001,11,25,329
2213,2001-11-26,2001,11,26,330
2214,2001-11-27,2001,11,27,331
2215,2001-11-28,2001,11,28,332
2216,2001-11-29,2001,11,29,333
2217,2001-11-30,2001,11,30,334
2218,2001-12-01,2001,12,1,335
2219,2001-12-04,2001,12,4,338
2220,2001-12-05,2001,12,5,339
2221,2001-12-06,2001,12,6,340
2222,2001-12-07,2001,12,7,341
2223,2001-12-08,2001,12,8,342
2224,2001-12-09,2001,12,9,343
2225,2001-12-10,2001,12,10,344
2226,2001-12-11,2001,12,11,345
2227,2001-12-12,2001,12,12,346
2228,2001-12-13,2001,12,13,347
2229,2001-12-14,2001,12,14,348
2230,2001-12-17,2001,12,17,351
2231,2001-12-18,2001,12,18,352
2232,2001-12-19,2001,12,19,353
2233,2001-12-20,2001,12,20,354
2234,2001-12-21,2001,12,21,355
2235,2001-12-22,2001,12,22,356
2236,2001-12-23,2001,12,23,357
2237,2001-12-24,2001,12,24,358
2238,2001-12-25,2001,12,25,359
2239,2001-12-26,2001,12,26,360
2240,2001-12-27,2001,12,27,361
2241,2001-12-28,2001,12,28,362
2242,2001-12-29,2001,12,29,363
2243,2001-12-30,2001,12,30,364
2244,2001-12-31,2001,12,31,365
2245,2002-01-01,2002,1,1,1
2246,2002-01-02,2002,1,2,2
2247,2002-01-03,2002,1,3,3
2248,2002-01-04,2002,1,4,4
2249,2002-01-05,2002,1,5,5
2250,2002-01-06,2002,1,6,6
2251,2002-01-07,2002,1,7,7
2252,2002-01-08,2002,1,8,8
2253,2002-01-09,2002,1,9,9
2254,2002-01-10,2002,1,10,10
2255,2002-01-11,2002,1,11,11
2256,2002-01-12,2002,1,12,12
