,Date,Year,Month,Day,Temp,Israel,Jordan,South Africa,The Netherlands,DayOfYear
19456,1997-07-13,1997,7,13,28.277777777777786,1,0,0,0,194
19457,1997-07-14,1997,7,14,27.83333333333333,1,0,0,0,195
19458,1997-07-15,1997,7,15,27.11111111111111,1,0,0,0,196
19459,1997-07-16,1997,7,16,26.5,1,0,0,0,197
19460,1997-07-17,1997,7,17,27.0,1,0,0,0,198
19461,1997-07-18,1997,7,18,27.33333333333333,1,0,0,0,199
19462,1997-07-19,1997,7,19,28.111111111111107,1,0,0,0,200
19463,1997-07-20,1997,7,20,27.05555555555556,1,0,0,0,201
19464,1997-07-21,1997,7,21,26.77777777777778,1,0,0,0,202
19465,1997-07-22,1997,7,22,27.16666666666667,1,0,0,0,203
19466,1997-07-23,1997,7,23,27.22222222222222,1,0,0,0,204
19467,1997-07-24,1997,7,24,26.38888888888889,1,0,0,0,205
19468,1997-07-25,1997,7,25,26.72222222222221,1,0,0,0,206
19469,1997-07-26,1997,7,26,27.22222222222222,1,0,0,0,207
19470,1997-07-27,1997,7,27,27.38888888888889,1,0,0,0,208
19471,1997-07-28,1997,7,28,27.944444444444443,1,0,0,0,209
19472,1997-07-29,1997,7,29,27.0,1,0,0,0,210
19473,1997-07-30,1997,7,30,26.944444444444443,1,0,0,0,211
19474,1997-07-31,1997,7,31,27.22222222222222,1,0,0,0,212
19475,1997-08-01,1997,8,1,26.944444444444443,1,0,0,0,213
19476,1997-08-02,1997,8,2,26.666666666666668,1,0,0,0,214
19477,1997-08-03,1997,8,3,27.27777777777777,1,0,0,0,215
19478,1997-08-04,1997,8,4,26.944444444444443,1,0,0,0,216
19479,1997-08-05,1997,8,5,27.16666666666667,1,0,0,0,217
19480,1997-08-06,1997,8,6,26.83333333333333,1,0,0,0,218
19482,1997-08-08,1997,8,8,28.38888888888889,1,0,0,0,220
19483,1997-08-09,1997,8,9,27.22222222222222,1,0,0,0,221
19484,1997-08-10,1997,8,10,27.33333333333333,1,0,0,0,222
19485,1997-08-11,1997,8,11,27.27777777777777,1,0,0,0,223
19486,1997-08-12,1997,8,12,26.83333333333333,1,0,0,0,224
19487,1997-08-13,1997,8,13,26.666666666666668,1,0,0,0,225
19488,1997-08-14,1997,8,14,26.55555555555556,1,0,0,0,226
19489,1997-08-15,1997,8,15,27.22222222222222,1,0,0,0,227
19490,1997-08-16,1997,8,16,27.27777777777777,1,0,0,0,228
19491,1997-08-17,1997,8,17,26.77777777777778,1,0,0,0,229
19492,1997-08-18,1997,8,18,26.5,1,0,0,0,230
19493,1997-08-19,1997,8,19,26.5,1,0,0,0,231
19494,1997-08-20,1997,8,20,26.444444444444443,1,0,0,0,232
19495,1997-08-21,1997,8,21,26.166666666666664,1,0,0,0,233
19496,1997-08-22,1997,8,22,26.166666666666664,1,0,0,0,234
19497,1997-08-23,1997,8,23,26.05555555555556,1,0,0,0,235
19498,1997-08-24,1997,8,24,27.0,1,0,0,0,236
19499,1997-08-25,1997,8,25,26.611111111111114,1,0,0,0,237
19500,1997-08-26,1997,8,26,26.27777777777778,1,0,0,0,238
19501,1997-08-27,1997,8,27,25.611111111111107,1,0,0,0,239
19502,1997-08-28,1997,8,28,26.05555555555556,1,0,0,0,240
19503,1997-08-29,1997,8,29,25.777777777777786,1,0,0,0,241
19504,1997-08-30,1997,8,30,25.55555555555556,1,0,0,0,242
19505,1997-08-31,1997,8,31,26.22222222222222,1,0,0,0,243
19506,1997-09-01,1997,9,1,26.22222222222222,1,0,0,0,244
19507,1997-09-02,1997,9,2,26.55555555555556,1,0,0,0,245
19508,1997-09-03,1997,9,3,26.27777777777778,1,0,0,0,246
19509,1997-09-04,1997,9,4,25.72222222222222,1,0,0,0,247
19510,1997-09-05,1997,9,5,26.611111111111114,1,0,0,0,248
19511,1997-09-06,1997,9,6,26.888888888888893,1,0,0,0,249
19512,1997-09-07,1997,9,7,25.666666666666668,1,0,0,0,250
19513,1997-09-08,1997,9,8,25.444444444444443,1,0,0,0,251
19514,1997-09-09,1997,9,9,26.05555555555556,1,0,0,0,252
19515,1997-09-10,1997,9,10,25.0,1,0,0,0,253
19516,1997-09-11,1997,9,11,25.33333333333333,1,0,0,0,254
19517,1997-09-12,1997,9,12,25.944444444444443,1,0,0,0,255
19518,1997-09-13,1997,9,13,26.0,1,0,0,0,256
19519,1997-09-14,1997,9,14,25.72222222222222,1,0,0,0,257
19520,1997-09-15,1997,9,15,26.5,1,0,0,0,258
19521,1997-09-16,1997,9,16,25.83333333333333,1,0,0,0,259
19522,1997-09-17,1997,9,17,25.0,1,0,0,0,260
19523,1997-09-18,1997,9,18,25.27777777777778,1,0,0,0,261
19524,1997-09-19,1997,9,19,26.05555555555556,1,0,0,0,262
19525,1997-09-20,1997,9,20,25.611111111111107,1,0,0,0,263
19526,1997-09-21,1997,9,21,26.166666666666664,1,0,0,0,264
19527,1997-09-22,1997,9,22,25.944444444444443,1,0,0,0,265
19528,1997-09-23,1997,9,23,25.11111111111111,1,0,0,0,266
19529,1997-09-24,1997,9,24,25.0,1,0,0,0,267
19530,1997-09-25,1997,9,25,24.0,1,0,0,0,268
19531,1997-09-26,1997,9,26,24.5,1,0,0,0,269
19532,1997-09-27,1997,9,27,26.77777777777778,1,0,0,0,270
19533,1997-09-28,1997,9,28,24.33333333333333,1,0,0,0,271
19534,1997-09-29,1997,9,29,24.166666666666668,1,0,0,0,272
19535,1997-09-30,1997,9,30,22.11111111111111,1,0,0,0,273
19536,1997-10-01,1997,10,1,24.33333333333333,1,0,0,0,274
19537,1997-10-02,1997,10,2,23.277777777777786,1,0,0,0,275
19538,1997-10-03,1997,10,3,23.111111111111107,1,0,0,0,276
19539,1997-10-04,1997,10,4,22.5,1,0,0,0,277
19540,1997-10-05,1997,10,5,23.166666666666668,1,0,0,0,278
19541,1997-10-06,1997,10,6,23.944444444444443,1,0,0,0,279
19542,1997-10-07,1997,10,7,22.88888888888889,1,0,0,0,280
19543,1997-10-08,1997,10,8,24.55555555555556,1,0,0,0,281
19544,1997-10-09,1997,10,9,24.111111111111114,1,0,0,0,282
19545,1997-10-10,1997,10,10,23.55555555555556,1,0,0,0,283
19546,1997-10-11,1997,10,11,23.05555555555556,1,0,0,0,284
19547,1997-10-12,1997,10,12,23.444444444444443,1,0,0,0,285
19548,1997-10-13,1997,10,13,23.55555555555556,1,0,0,0,286
19549,1997-10-14,1997,10,14,25.166666666666668,1,0,0,0,287
19550,1997-10-15,1997,10,15,26.05555555555556,1,0,0,0,288
19551,1997-10-16,1997,10,16,25.944444444444443,1,0,0,0,289
19552,1997-10-17,1997,10,17,25.27777777777778,1,0,0,0,290
19553,1997-10-18,1997,10,18,22.444444444444446,1,0,0,0,291
19554,1997-10-19,1997,10,19,22.0,1,0,0,0,292
19555,1997-10-20,1997,10,20,22.27777777777777,1,0,0,0,293
19556,1997-10-21,1997,10,21,20.666666666666668,1,0,0,0,294
19557,1997-10-22,1997,10,22,19.111111111111114,1,0,0,0,295
19558,1997-10-23,1997,10,23,20.166666666666668,1,0,0,0,296
19559,1997-10-24,1997,10,24,19.83333333333333,1,0,0,0,297
19560,1997-10-25,1997,10,25,22.5,1,0,0,0,298
19561,1997-10-26,1997,10,26,21.55555555555556,1,0,0,0,299
19562,1997-10-27,1997,10,27,22.55555555555556,1,0,0,0,300
19563,1997-10-28,1997,10,28,23.166666666666668,1,0,0,0,301
19564,1997-10-29,1997,10,29,23.05555555555556,1,0,0,0,302
19565,1997-10-30,1997,10,30,22.88888888888889,1,0,0,0,303
19566,1997-10-31,1997,10,31,22.88888888888889,1,0,0,0,304
19567,1997-11-01,1997,11,1,22.88888888888889,1,0,0,0,305
19568,1997-11-02,1997,11,2,21.666666666666668,1,0,0,0,306
19569,1997-11-03,1997,11,3,22.27777777777777,1,0,0,0,307
19570,1997-11-04,1997,11,4,20.05555555555556,1,0,0,0,308
19571,1997-11-05,1997,11,5,18.833333333333336,1,0,0,0,309
19572,1997-11-06,1997,11,6,20.222222222222225,1,0,0,0,310
19573,1997-11-07,1997,11,7,20.05555555555556,1,0,0,0,311
19574,1997-11-08,1997,11,8,21.944444444444443,1,0,0,0,312
19575,1997-11-09,1997,11,9,21.611111111111114,1,0,0,0,313
19576,1997-11-10,1997,11,10,21.611111111111114,1,0,0,0,314
19577,1997-11-11,1997,11,11,19.66666666666667,1,0,0,0,315
19578,1997-11-12,1997,11,12,19.72222222222222,1,0,0,0,316
19579,1997-11-13,1997,11,13,19.0,1,0,0,0,317
19580,1997-11-14,1997,11,14,19.27777777777778,1,0,0,0,318
19581,1997-11-15,1997,11,15,19.5,1,0,0,0,319
19582,1997-11-16,1997,11,16,20.0,1,0,0,0,320
19583,1997-11-17,1997,11,17,20.666666666666668,1,0,0,0,321
19584,1997-11-18,1997,11,18,20.05555555555556,1,0,0,0,322
19585,1997-11-19,1997,11,19,23.944444444444443,1,0,0,0,323
19586,1997-11-20,1997,11,20,19.5,1,0,0,0,324
19587,1997-11-21,1997,11,21,18.33333333333333,1,0,0,0,325
19588,1997-11-22,1997,11,22,18.38888888888889,1,0,0,0,326
19589,1997-11-23,1997,11,23,17.83333333333333,1,0,0,0,327
19590,1997-11-24,1997,11,24,20.0,1,0,0,0,328
19591,1997-11-25,1997,11,25,18.944444444444443,1,0,0,0,329
19592,1997-11-26,1997,11,26,18.05555555555556,1,0,0,0,330
19593,1997-11-27,1997,11,27,18.38888888888889,1,0,0,0,331
19594,1997-11-28,1997,11,28,19.388888888888893,1,0,0,0,332
19595,1997-11-29,1997,11,29,21.11111111111111,1,0,0,0,333
19596,1997-11-30,1997,11,30,16.833333333333332,1,0,0,0,334
19597,1997-12-01,1997,12,1,18.111111111111107,1,0,0,0,335
19598,1997-12-02,1997,12,2,17.27777777777778,1,0,0,0,336
19602,1997-12-06,1997,12,6,15.333333333333334,1,0,0,0,340
19603,1997-12-07,1997,12,7,14.5,1,0,0,0,341
19604,1997-12-08,1997,12,8,19.0,1,0,0,0,342
19605,1997-12-09,1997,12,9,18.000000000000004,1,0,0,0,343
19606,1997-12-10,1997,12,10,17.77777777777778,1,0,0,0,344
19607,1997-12-11,1997,12,11,16.88888888888889,1,0,0,0,345
19608,1997-12-12,1997,12,12,16.333333333333332,1,0,0,0,346
19609,1997-12-13,1997,12,13,14.944444444444445,1,0,0,0,347
19610,1997-12-14,1997,12,14,15.944444444444445,1,0,0,0,348
19611,1997-12-15,1997,12,15,15.5,1,0,0,0,349
19612,1997-12-16,1997,12,16,16.666666666666668,1,0,0,0,350
19613,1997-12-17,1997,12,17,18.05555555555556,1,0,0,0,351
19614,1997-12-18,1997,12,18,17.22222222222222,1,0,0,0,352
19615,1997-12-19,1997,12,19,15.72222222222222,1,0,0,0,353
19616,1997-12-20,1997,12,20,11.444444444444445,1,0,0,0,354
19617,1997-12-21,1997,12,21,13.11111111111111,1,0,0,0,355
19618,1997-12-22,1997,12,22,12.388888888888888,1,0,0,0,356
19619,1997-12-23,1997,12,23,14.11111111111111,1,0,0,0,357
19620,1997-12-24,1997,12,24,15.666666666666666,1,0,0,0,358
19621,1997-12-25,1997,12,25,15.72222222222222,1,0,0,0,359
19622,1997-12-26,1997,12,26,14.666666666666666,1,0,0,0,360
19623,1997-12-27,1997,12,27,15.055555555555555,1,0,0,0,361
19624,1997-12-28,1997,12,28,16.27777777777778,1,0,0,0,362
19625,1997-12-29,1997,12,29,16.38888888888889,1,0,0,0,363
19626,1997-12-30,1997,12,30,16.333333333333332,1,0,0,0,364
19627,1997-12-31,1997,12,31,16.11111111111111,1,0,0,0,365
19628,1998-01-01,1998,1,1,13.555555555555555,1,0,0,0,1
19629,1998-01-02,1998,1,2,11.944444444444445,1,0,0,0,2
19630,1998-01-03,1998,1,3,12.444444444444445,1,0,0,0,3
19631,1998-01-04,1998,1,4,15.27777777777778,1,0,0,0,4
19632,1998-01-05,1998,1,5,13.444444444444446,1,0,0,0,5
19633,1998-01-06,1998,1,6,15.38888888888889,1,0,0,0,6
19634,1998-01-07,1998,1,7,15.77777777777778,1,0,0,0,7
19635,1998-01-08,1998,1,8,14.61111111111111,1,0,0,0,8
19636,1998-01-09,1998,1,9,12.22222222222222,1,0,0,0,9
19637,1998-01-10,1998,1,10,13.666666666666666,1,0,0,0,10
19638,1998-01-11,1998,1,11,11.944444444444445,1,0,0,0,11
19639,1998-01-12,1998,1,12,10.22222222222222,1,0,0,0,12
19640,1998-01-13,1998,1,13,14.555555555555555,1,0,0,0,13
19641,1998-01-14,1998,1,14,14.77777777777778,1,0,0,0,14
19642,1998-01-15,1998,1,15,15.055555555555555,1,0,0,0,15
19643,1998-01-16,1998,1,16,14.444444444444445,1,0,0,0,16
19644,1998-01-17,1998,1,17,13.88888888888889,1,0,0,0,17
19645,1998-01-18,1998,1,18,13.777777777777777,1,0,0,0,18
19646,1998-01-19,1998,1,19,14.333333333333334,1,0,0,0,19
19647,1998-01-20,1998,1,20,13.27777777777778,1,0,0,0,20
19648,1998-01-21,1998,1,21,15.055555555555555,1,0,0,0,21
19649,1998-01-22,1998,1,22,16.22222222222222,1,0,0,0,22
19650,1998-01-23,1998,1,23,12.833333333333334,1,0,0,0,23
19651,1998-01-24,1998,1,24,14.833333333333334,1,0,0,0,24
19652,1998-01-25,1998,1,25,14.77777777777778,1,0,0,0,25
19653,1998-01-26,1998,1,26,14.833333333333334,1,0,0,0,26
19654,1998-01-27,1998,1,27,15.22222222222222,1,0,0,0,27
19655,1998-01-28,1998,1,28,15.333333333333334,1,0,0,0,28
19656,1998-01-29,1998,1,29,15.11111111111111,1,0,0,0,29
19657,1998-01-30,1998,1,30,14.77777777777778,1,0,0,0,30
19658,1998-01-31,1998,1,31,13.944444444444445,1,0,0,0,31
19659,1998-02-01,1998,2,1,13.0,1,0,0,0,32
19660,1998-02-02,1998,2,2,13.11111111111111,1,0,0,0,33
19661,1998-02-03,1998,2,3,15.11111111111111,1,0,0,0,34
19664,1998-02-06,1998,2,6,18.166666666666668,1,0,0,0,37
19665,1998-02-07,1998,2,7,16.27777777777778,1,0,0,0,38
19666,1998-02-08,1998,2,8,15.944444444444445,1,0,0,0,39
19667,1998-02-09,1998,2,9,12.444444444444445,1,0,0,0,40
19683,1998-02-25,1998,2,25,15.38888888888889,1,0,0,0,56
19684,1998-02-26,1998,2,26,14.27777777777778,1,0,0,0,57
19685,1998-02-27,1998,2,27,14.666666666666666,1,0,0,0,58
19686,1998-02-28,1998,2,28,14.88888888888889,1,0,0,0,59
19687,1998-03-01,1998,3,1,13.27777777777778,1,0,0,0,60
19688,1998-03-02,1998,3,2,15.055555555555555,1,0,0,0,61
19689,1998-03-03,1998,3,3,14.833333333333334,1,0,0,0,62
19690,1998-03-04,1998,3,4,17.11111111111111,1,0,0,0,63
19691,1998-03-05,1998,3,5,15.11111111111111,1,0,0,0,64
19692,1998-03-06,1998,3,6,16.944444444444443,1,0,0,0,65
19693,1998-03-07,1998,3,7,15.444444444444445,1,0,0,0,66
19694,1998-03-08,1998,3,8,15.0,1,0,0,0,67
19695,1998-03-09,1998,3,9,15.27777777777778,1,0,0,0,68
19696,1998-03-10,1998,3,10,16.444444444444443,1,0,0,0,69
19697,1998-03-11,1998,3,11,18.666666666666664,1,0,0,0,70
19698,1998-03-12,1998,3,12,16.555555555555557,1,0,0,0,71
19699,1998-03-13,1998,3,13,15.666666666666666,1,0,0,0,72
19700,1998-03-14,1998,3,14,15.166666666666666,1,0,0,0,73
19701,1998-03-15,1998,3,15,20.33333333333333,1,0,0,0,74
19702,1998-03-16,1998,3,16,18.22222222222222,1,0,0,0,75
19703,1998-03-17,1998,3,17,14.77777777777778,1,0,0,0,76
19704,1998-03-18,1998,3,18,11.72222222222222,1,0,0,0,77
19705,1998-03-19,1998,3,19,11.72222222222222,1,0,0,0,78
19706,1998-03-20,1998,3,20,14.444444444444445,1,0,0,0,79
19707,1998-03-21,1998,3,21,14.88888888888889,1,0,0,0,80
19708,1998-03-22,1998,3,22,14.333333333333334,1,0,0,0,81
19709,1998-03-23,1998,3,23,14.444444444444445,1,0,0,0,82
19710,1998-03-24,1998,3,24,13.555555555555555,1,0,0,0,83
19711,1998-03-25,1998,3,25,14.555555555555555,1,0,0,0,84
19712,1998-03-26,1998,3,26,20.88888888888889,1,0,0,0,85
19713,1998-03-27,1998,3,27,18.000000000000004,1,0,0,0,86
19714,1998-03-28,1998,3,28,16.555555555555557,1,0,0,0,87
19715,1998-03-29,1998,3,29,14.833333333333334,1,0,0,0,88
19717,1998-03-31,1998,3,31,14.166666666666666,1,0,0,0,90
19718,1998-04-01,1998,4,1,14.61111111111111,1,0,0,0,91
19719,1998-04-02,1998,4,2,16.666666666666668,1,0,0,0,92
19724,1998-04-07,1998,4,7,17.38888888888889,1,0,0,0,97
19725,1998-04-08,1998,4,8,17.444444444444443,1,0,0,0,98
19726,1998-04-09,1998,4,9,17.555555555555557,1,0,0,0,99
19727,1998-04-10,1998,4,10,17.77777777777778,1,0,0,0,100
19728,1998-04-11,1998,4,11,24.66666666666667,1,0,0,0,101
19730,1998-04-13,1998,4,13,27.27777777777777,1,0,0,0,103
19731,1998-04-14,1998,4,14,23.111111111111107,1,0,0,0,104
19732,1998-04-15,1998,4,15,24.444444444444443,1,0,0,0,105
19733,1998-04-16,1998,4,16,23.000000000000004,1,0,0,0,106
19734,1998-04-17,1998,4,17,23.833333333333336,1,0,0,0,107
19735,1998-04-18,1998,4,18,19.66666666666667,1,0,0,0,108
19736,1998-04-19,1998,4,19,19.27777777777778,1,0,0,0,109
19737,1998-04-20,1998,4,20,18.5,1,0,0,0,110
19738,1998-04-21,1998,4,21,18.111111111111107,1,0,0,0,111
19739,1998-04-22,1998,4,22,18.88888888888889,1,0,0,0,112
19740,1998-04-23,1998,4,23,18.166666666666668,1,0,0,0,113
19741,1998-04-24,1998,4,24,18.166666666666668,1,0,0,0,114
19742,1998-04-25,1998,4,25,21.333333333333336,1,0,0,0,115
19743,1998-04-26,1998,4,26,20.500000000000004,1,0,0,0,116
19744,1998-04-27,1998,4,27,18.666666666666664,1,0,0,0,117
19745,1998-04-28,1998,4,28,17.555555555555557,1,0,0,0,118
19746,1998-04-29,1998,4,29,18.277777777777786,1,0,0,0,119
19747,1998-04-30,1998,4,30,18.55555555555556,1,0,0,0,120
19748,1998-05-01,1998,5,1,19.5,1,0,0,0,121
19749,1998-05-02,1998,5,2,20.27777777777778,1,0,0,0,122
19750,1998-05-03,1998,5,3,20.33333333333333,1,0,0,0,123
19751,1998-05-04,1998,5,4,20.72222222222222,1,0,0,0,124
19752,1998-05-05,1998,5,5,22.77777777777778,1,0,0,0,125
19753,1998-05-06,1998,5,6,24.111111111111114,1,0,0,0,126
19754,1998-05-07,1998,5,7,21.666666666666668,1,0,0,0,127
19755,1998-05-08,1998,5,8,25.500000000000004,1,0,0,0,128
19756,1998-05-09,1998,5,9,25.88888888888889,1,0,0,0,129
19757,1998-05-10,1998,5,10,20.444444444444443,1,0,0,0,130
19758,1998-05-11,1998,5,11,20.55555555555556,1,0,0,0,131
19759,1998-05-12,1998,5,12,20.444444444444443,1,0,0,0,132
19760,1998-05-13,1998,5,13,20.33333333333333,1,0,0,0,133
19761,1998-05-14,1998,5,14,20.38888888888889,1,0,0,0,134
19762,1998-05-15,1998,5,15,19.27777777777778,1,0,0,0,135
19763,1998-05-16,1998,5,16,20.444444444444443,1,0,0,0,136
19764,1998-05-17,1998,5,17,23.5,1,0,0,0,137
19765,1998-05-18,1998,5,18,24.05555555555556,1,0,0,0,138
19766,1998-05-19,1998,5,19,21.05555555555556,1,0,0,0,139
19767,1998-05-20,1998,5,20,20.666666666666668,1,0,0,0,140
19768,1998-05-21,1998,5,21,20.72222222222222,1,0,0,0,141
19769,1998-05-22,1998,5,22,20.11111111111111,1,0,0,0,142
19770,1998-05-23,1998,5,23,20.05555555555556,1,0,0,0,143
19771,1998-05-24,1998,5,24,21.22222222222222,1,0,0,0,144
19772,1998-05-25,1998,5,25,22.11111111111111,1,0,0,0,145
19773,1998-05-26,1998,5,26,22.722222222222225,1,0,0,0,146
19774,1998-05-27,1998,5,27,22.77777777777778,1,0,0,0,147
19775,1998-05-28,1998,5,28,22.38888888888889,1,0,0,0,148
19776,1998-05-29,1998,5,29,21.666666666666668,1,0,0,0,149
19777,1998-05-30,1998,5,30,21.944444444444443,1,0,0,0,150
19778,1998-05-31,1998,5,31,22.27777777777777,1,0,0,0,151
19779,1998-06-01,1998,6,1,21.944444444444443,1,0,0,0,152
19780,1998-06-02,1998,6,2,22.33333333333333,1,0,0,0,153
19781,1998-06-03,1998,6,3,22.33333333333333,1,0,0,0,154
19782,1998-06-04,1998,6,4,22.77777777777778,1,0,0,0,155
19783,1998-06-05,1998,6,5,23.33333333333333,1,0,0,0,156
19784,1998-06-06,1998,6,6,23.000000000000004,1,0,0,0,157
19785,1998-06-07,1998,6,7,23.000000000000004,1,0,0,0,158
19786,1998-06-08,1998,6,8,22.88888888888889,1,0,0,0,159
19787,1998-06-09,1998,6,9,23.33333333333333,1,0,0,0,160
19788,1998-06-10,1998,6,10,23.944444444444443,1,0,0,0,161
19789,1998-06-11,1998,6,11,24.944444444444446,1,0,0,0,162
19790,1998-06-12,1998,6,12,24.55555555555556,1,0,0,0,163
19791,1998-06-13,1998,6,13,26.11111111111111,1,0,0,0,164
19792,1998-06-14,1998,6,14,26.666666666666668,1,0,0,0,165
19793,1998-06-15,1998,6,15,25.0,1,0,0,0,166
19794,1998-06-16,1998,6,16,24.388888888888893,1,0,0,0,167
19795,1998-06-17,1998,6,17,24.77777777777777,1,0,0,0,168
19796,1998-06-18,1998,6,18,24.61111111111111,1,0,0,0,169
19797,1998-06-19,1998,6,19,24.55555555555556,1,0,0,0,170
19798,1998-06-20,1998,6,20,25.0,1,0,0,0,171
19799,1998-06-21,1998,6,21,25.27777777777778,1,0,0,0,172
19800,1998-06-22,1998,6,22,24.27777777777778,1,0,0,0,173
19801,1998-06-23,1998,6,23,25.38888888888889,1,0,0,0,174
19802,1998-06-24,1998,6,24,25.222222222222225,1,0,0,0,175
19803,1998-06-25,1998,6,25,24.944444444444446,1,0,0,0,176
19804,1998-06-26,1998,6,26,25.166666666666668,1,0,0,0,177
19805,1998-06-27,1998,6,27,25.500000000000004,1,0,0,0,178
19806,1998-06-28,1998,6,28,25.72222222222222,1,0,0,0,179
19807,1998-06-29,1998,6,29,26.72222222222221,1,0,0,0,180
19808,1998-06-30,1998,6,30,26.333333333333336,1,0,0,0,181
19809,1998-07-01,1998,7,1,25.611111111111107,1,0,0,0,182
19810,1998-07-02,1998,7,2,25.38888888888889,1,0,0,0,183
19811,1998-07-03,1998,7,3,26.22222222222222,1,0,0,0,184
19812,1998-07-04,1998,7,4,27.05555555555556,1,0,0,0,185
19813,1998-07-05,1998,7,5,28.166666666666668,1,0,0,0,186
19814,1998-07-06,1998,7,6,26.944444444444443,1,0,0,0,187
19815,1998-07-07,1998,7,7,25.444444444444443,1,0,0,0,188
19816,1998-07-08,1998,7,8,25.666666666666668,1,0,0,0,189
19817,1998-07-09,1998,7,9,26.05555555555556,1,0,0,0,190
19818,1998-07-10,1998,7,10,26.0,1,0,0,0,191
19819,1998-07-11,1998,7,11,26.444444444444443,1,0,0,0,192
19820,1998-07-12,1998,7,12,25.777777777777786,1,0,0,0,193
19821,1998-07-13,1998,7,13,26.666666666666668,1,0,0,0,194
19822,1998-07-14,1998,7,14,25.83333333333333,1,0,0,0,195
19823,1998-07-15,1998,7,15,25.777777777777786,1,0,0,0,196
19824,1998-07-16,1998,7,16,25.944444444444443,1,0,0,0,197
19825,1998-07-17,1998,7,17,26.38888888888889,1,0,0,0,198
19826,1998-07-18,1998,7,18,26.666666666666668,1,0,0,0,199
19827,1998-07-19,1998,7,19,25.72222222222222,1,0,0,0,200
19828,1998-07-20,1998,7,20,26.27777777777778,1,0,0,0,201
19829,1998-07-21,1998,7,21,26.83333333333333,1,0,0,0,202
19830,1998-07-22,1998,7,22,27.22222222222222,1,0,0,0,203
19831,1998-07-23,1998,7,23,27.11111111111111,1,0,0,0,204
19832,1998-07-24,1998,7,24,27.0,1,0,0,0,205
19833,1998-07-25,1998,7,25,27.11111111111111,1,0,0,0,206
19834,1998-07-26,1998,7,26,27.722222222222225,1,0,0,0,207
19835,1998-07-27,1998,7,27,26.666666666666668,1,0,0,0,208
19836,1998-07-28,1998,7,28,27.666666666666668,1,0,0,0,209
19837,1998-07-29,1998,7,29,28.000000000000004,1,0,0,0,210
19838,1998-07-30,1998,7,30,27.722222222222225,1,0,0,0,211
19839,1998-07-31,1998,7,31,27.444444444444446,1,0,0,0,212
19840,1998-08-01,1998,8,1,27.61111111111111,1,0,0,0,213
19841,1998-08-02,1998,8,2,27.83333333333333,1,0,0,0,214
19842,1998-08-03,1998,8,3,28.000000000000004,1,0,0,0,215
19843,1998-08-04,1998,8,4,28.38888888888889,1,0,0,0,216
19844,1998-08-05,1998,8,5,28.277777777777786,1,0,0,0,217
19845,1998-08-06,1998,8,6,29.166666666666668,1,0,0,0,218
19846,1998-08-07,1998,8,7,29.33333333333333,1,0,0,0,219
19847,1998-08-08,1998,8,8,29.77777777777778,1,0,0,0,220
19848,1998-08-09,1998,8,9,30.83333333333333,1,0,0,0,221
19849,1998-08-10,1998,8,10,29.88888888888889,1,0,0,0,222
19850,1998-08-11,1998,8,11,29.166666666666668,1,0,0,0,223
19851,1998-08-12,1998,8,12,28.666666666666668,1,0,0,0,224
19852,1998-08-13,1998,8,13,28.5,1,0,0,0,225
19853,1998-08-14,1998,8,14,29.27777777777778,1,0,0,0,226
19854,1998-08-15,1998,8,15,29.22222222222222,1,0,0,0,227
19856,1998-08-17,1998,8,17,28.77777777777778,1,0,0,0,229
19857,1998-08-18,1998,8,18,28.38888888888889,1,0,0,0,230
19858,1998-08-19,1998,8,19,28.277777777777786,1,0,0,0,231
19859,1998-08-20,1998,8,20,27.83333333333333,1,0,0,0,232
19860,1998-08-21,1998,8,21,27.88888888888889,1,0,0,0,233
19861,1998-08-22,1998,8,22,28.000000000000004,1,0,0,0,234
19862,1998-08-23,1998,8,23,28.5,1,0,0,0,235
19863,1998-08-24,1998,8,24,28.111111111111107,1,0,0,0,236
19864,1998-08-25,1998,8,25,27.38888888888889,1,0,0,0,237
19865,1998-08-26,1998,8,26,27.444444444444446,1,0,0,0,238
19866,1998-08-27,1998,8,27,27.666666666666668,1,0,0,0,239
19867,1998-08-28,1998,8,28,28.61111111111111,1,0,0,0,240
19868,1998-08-29,1998,8,29,28.666666666666668,1,0,0,0,241
19869,1998-08-30,1998,8,30,27.944444444444443,1,0,0,0,242
19870,1998-08-31,1998,8,31,28.05555555555556,1,0,0,0,243
19871,1998-09-01,1998,9,1,29.77777777777778,1,0,0,0,244
19872,1998-09-02,1998,9,2,27.61111111111111,1,0,0,0,245
19873,1998-09-03,1998,9,3,25.777777777777786,1,0,0,0,246
19874,1998-09-04,1998,9,4,27.38888888888889,1,0,0,0,247
19875,1998-09-05,1998,9,5,27.444444444444446,1,0,0,0,248
19876,1998-09-06,1998,9,6,27.0,1,0,0,0,249
19877,1998-09-07,1998,9,7,27.944444444444443,1,0,0,0,250
19878,1998-09-08,1998,9,8,28.77777777777778,1,0,0,0,251
19879,1998-09-09,1998,9,9,28.77777777777778,1,0,0,0,252
19880,1998-09-10,1998,9,10,28.72222222222222,1,0,0,0,253
19881,1998-09-11,1998,9,11,26.944444444444443,1,0,0,0,254
19882,1998-09-12,1998,9,12,27.11111111111111,1,0,0,0,255
19883,1998-09-13,1998,9,13,27.22222222222222,1,0,0,0,256
19884,1998-09-14,1998,9,14,27.83333333333333,1,0,0,0,257
19885,1998-09-15,1998,9,15,27.666666666666668,1,0,0,0,258
