,Date,Year,Month,Day,Country_Israel,DayOfYear
20122,1999-05-10,1999,5,10,1,130
20123,1999-05-11,1999,5,11,1,131
20124,1999-05-12,1999,5,12,1,132
20125,1999-05-13,1999,5,13,1,133
20126,1999-05-14,1999,5,14,1,134
20127,1999-05-15,1999,5,15,1,135
20128,1999-05-16,1999,5,16,1,136
20129,1999-05-17,1999,5,17,1,137
20130,1999-05-18,1999,5,18,1,138
20131,1999-05-19,1999,5,19,1,139
20132,1999-05-20,1999,5,20,1,140
20133,1999-05-21,1999,5,21,1,141
20134,1999-05-22,1999,5,22,1,142
20135,1999-05-23,1999,5,23,1,143
20136,1999-05-24,1999,5,24,1,144
20137,1999-05-25,1999,5,25,1,145
20138,1999-05-26,1999,5,26,1,146
20139,1999-05-27,1999,5,27,1,147
20140,1999-05-28,1999,5,28,1,148
20141,1999-05-29,1999,5,29,1,149
20142,1999-05-30,1999,5,30,1,150
20143,1999-05-31,1999,5,31,1,151
20144,1999-06-01,1999,6,1,1,152
20145,1999-06-02,1999,6,2,1,153
20146,1999-06-03,1999,6,3,1,154
20147,1999-06-04,1999,6,4,1,155
20148,1999-06-05,1999,6,5,1,156
20149,1999-06-06,1999,6,6,1,157
20150,1999-06-07,1999,6,7,1,158
20151,1999-06-08,1999,6,8,1,159
20152,1999-06-09,1999,6,9,1,160
20153,1999-06-10,1999,6,10,1,161
20154,1999-06-11,1999,6,11,1,162
20155,1999-06-12,1999,6,12,1,163
20156,1999-06-13,1999,6,13,1,164
20157,1999-06-14,1999,6,14,1,165
20158,1999-06-15,1999,6,15,1,166
20159,1999-06-16,1999,6,16,1,167
20160,1999-06-17,1999,6,17,1,168
20161,1999-06-18,1999,6,18,1,169
20162,1999-06-19,1999,6,19,1,170
20163,1999-06-20,1999,6,20,1,171
20164,1999-06-21,1999,6,21,1,172
20165,1999-06-22,1999,6,22,1,173
20166,1999-06-23,1999,6,23,1,174
20167,1999-06-24,1999,6,24,1,175
20168,1999-06-25,1999,6,25,1,176
20169,1999-06-26,1999,6,26,1,177
20170,1999-06-27,1999,6,27,1,178
20171,1999-06-28,1999,6,28,1,179
20172,1999-06-29,1999,6,29,1,180
20173,1999-06-30,1999,6,30,1,181
20174,1999-07-01,1999,7,1,1,182
20175,1999-07-02,1999,7,2,1,183
20176,1999-07-03,1999,7,3,1,184
20177,1999-07-04,1999,7,4,1,185
20178,1999-07-05,1999,7,5,1,186
20179,1999-07-06,1999,7,6,1,187
20180,1999-07-07,1999,7,7,1,188
20181,1999-07-08,1999,7,8,1,189
20182,1999-07-09,1999,7,9,1,190
20183,1999-07-10,1999,7,10,1,191
20184,1999-07-11,1999,7,11,1,192
20185,1999-07-12,1999,7,12,1,193
20186,1999-07-13,1999,7,13,1,194
20201,1999-07-28,1999,7,28,1,209
20202,1999-07-29,1999,7,29,1,210
20203,1999-07-30,1999,7,30,1,211
20204,1999-07-31,1999,7,31,1,212
20205,1999-08-01,1999,8,1,1,213
20206,1999-08-02,1999,8,2,1,214
20207,1999-08-03,1999,8,3,1,215
20209,1999-08-05,1999,8,5,1,217
20210,1999-08-06,1999,8,6,1,218
20211,1999-08-07,1999,8,7,1,219
20212,1999-08-08,1999,8,8,1,220
20213,1999-08-09,1999,8,9,1,221
20214,1999-08-10,1999,8,10,1,222
20215,1999-08-11,1999,8,11,1,223
20216,1999-08-12,1999,8,12,1,224
20217,1999-08-13,1999,8,13,1,225
20218,1999-08-14,1999,8,14,1,226
20219,1999-08-15,1999,8,15,1,227
20220,1999-08-16,1999,8,16,1,228
20221,1999-08-17,1999,8,17,1,229
20222,1999-08-18,1999,8,18,1,230
20223,1999-08-19,1999,8,19,1,231
20225,1999-08-21,1999,8,21,1,233
20226,1999-08-22,1999,8,22,1,234
20227,1999-08-23,1999,8,23,1,235
20228,1999-08-24,1999,8,24,1,236
20229,1999-08-25,1999,8,25,1,237
20231,1999-08-27,1999,8,27,1,239
20235,1999-08-31,1999,8,31,1,243
20236,1999-09-01,1999,9,1,1,244
20237,1999-09-02,1999,9,2,1,245
20238,1999-09-03,1999,9,3,1,246
20239,1999-09-04,1999,9,4,1,247
20240,1999-09-05,1999,9,5,1,248
20241,1999-09-06,1999,9,6,1,249
20242,1999-09-07,1999,9,7,1,250
20243,1999-09-08,1999,9,8,1,251
20244,1999-09-09,1999,9,9,1,252
20245,1999-09-10,1999,9,10,1,253
20246,1999-09-11,1999,9,11,1,254
20247,1999-09-12,1999,9,12,1,255
20248,1999-09-13,1999,9,13,1,256
20249,1999-09-14,1999,9,14,1,257
20250,1999-09-15,1999,9,15,1,258
20251,1999-09-16,1999,9,16,1,259
20252,1999-09-17,1999,9,17,1,260
20253,1999-09-18,1999,9,18,1,261
20254,1999-09-19,1999,9,19,1,262
20255,1999-09-20,1999,9,20,1,263
20256,1999-09-21,1999,9,21,1,264
20257,1999-09-22,1999,9,22,1,265
20258,1999-09-23,1999,9,23,1,266
20259,1999-09-24,1999,9,24,1,267
20260,1999-09-25,1999,9,25,1,268
20261,1999-09-26,1999,9,26,1,269
20262,1999-09-27,1999,9,27,1,270
20263,1999-09-28,1999,9,28,1,271
20264,1999-09-29,1999,9,29,1,272
20265,1999-09-30,1999,9,30,1,273
20266,1999-10-01,1999,10,1,1,274
20267,1999-10-02,1999,10,2,1,275
20268,1999-10-03,1999,10,3,1,276
20269,1999-10-04,1999,10,4,1,277
20270,1999-10-05,1999,10,5,1,278
20271,1999-10-06,1999,10,6,1,279
20272,1999-10-07,1999,10,7,1,280
20273,1999-10-08,1999,10,8,1,281
20274,1999-10-09,1999,10,9,1,282
20275,1999-10-10,1999,10,10,1,283
20276,1999-10-11,1999,10,11,1,284
20277,1999-10-12,1999,10,12,1,285
20278,1999-10-13,1999,10,13,1,286
20279,1999-10-14,1999,10,14,1,287
20280,1999-10-15,1999,10,15,1,288
20281,1999-10-16,1999,10,16,1,289
20282,1999-10-17,1999,10,17,1,290
20283,1999-10-18,1999,10,18,1,291
20284,1999-10-19,1999,10,19,1,292
20285,1999-10-20,1999,10,20,1,293
20286,1999-10-21,1999,10,21,1,294
20287,1999-10-22,1999,10,22,1,295
20288,1999-10-23,1999,10,23,1,296
20289,1999-10-24,1999,10,24,1,297
20290,1999-10-25,1999,10,25,1,298
20291,1999-10-26,1999,10,26,1,299
20292,1999-10-27,1999,10,27,1,300
20293,1999-10-28,1999,10,28,1,301
20294,1999-10-29,1999,10,29,1,302
20295,1999-10-30,1999,10,30,1,303
20296,1999-10-31,1999,10,31,1,304
20297,1999-11-01,1999,11,1,1,305
20298,1999-11-02,1999,11,2,1,306
20299,1999-11-03,1999,11,3,1,307
20300,1999-11-04,1999,11,4,1,308
20301,1999-11-05,1999,11,5,1,309
20302,1999-11-06,1999,11,6,1,310
20303,1999-11-07,1999,11,7,1,311
20304,1999-11-08,1999,11,8,1,312
20305,1999-11-09,1999,11,9,1,313
20306,1999-11-10,1999,11,10,1,314
20307,1999-11-11,1999,11,11,1,315
20308,1999-11-12,1999,11,12,1,316
20309,1999-11-13,1999,11,13,1,317
20310,1999-11-14,1999,11,14,1,318
20311,1999-11-15,1999,11,15,1,319
20312,1999-11-16,1999,11,16,1,320
20313,1999-11-17,1999,11,17,1,321
20314,1999-11-18,1999,11,18,1,322
20315,1999-11-19,1999,11,19,1,323
20316,1999-11-20,1999,11,20,1,324
20317,1999-11-21,1999,11,21,1,325
20318,1999-11-22,1999,11,22,1,326
20319,1999-11-23,1999,11,23,1,327
20320,1999-11-24,1999,11,24,1,328
20321,1999-11-25,1999,11,25,1,329
20322,1999-11-26,1999,11,26,1,330
20323,1999-11-27,1999,11,27,1,331
20327,1999-12-01,1999,12,1,1,335
20328,1999-12-02,1999,12,2,1,336
20329,1999-12-03,1999,12,3,1,337
20330,1999-12-04,1999,12,4,1,338
20331,1999-12-05,1999,12,5,1,339
20332,1999-12-06,1999,12,6,1,340
20333,1999-12-07,1999,12,7,1,341
20334,1999-12-08,1999,12,8,1,342
20335,1999-12-09,1999,12,9,1,343
20336,1999-12-10,1999,12,10,1,344
20337,1999-12-11,1999,12,11,1,345
20338,1999-12-12,1999,12,12,1,346
20339,1999-12-13,1999,12,13,1,347
20340,1999-12-14,1999,12,14,1,348
20341,1999-12-15,1999,12,15,1,349
20342,1999-12-16,1999,12,16,1,350
20343,1999-12-17,1999,12,17,1,351
20344,1999-12-18,1999,12,18,1,352
20345,1999-12-19,1999,12,19,1,353
20346,1999-12-20,1999,12,20,1,354
20347,1999-12-21,1999,12,21,1,355
20348,1999-12-22,1999,12,22,1,356
20349,1999-12-23,1999,12,23,1,357
20350,1999-12-24,1999,12,24,1,358
20352,1999-12-26,1999,12,26,1,360
20353,1999-12-27,1999,12,27,1,361
20354,1999-12-28,1999,12,28,1,362
20355,1999-12-29,1999,12,29,1,363
20356,1999-12-30,1999,12,30,1,364
20357,1999-12-31,1999,12,31,1,365
20358,2000-01-01,2000,1,1,1,1
20359,2000-01-02,2000,1,2,1,2
20360,2000-01-03,2000,1,3,1,3
20361,2000-01-04,2000,1,4,1,4
20362,2000-01-05,2000,1,5,1,5
20363,2000-01-06,2000,1,6,1,6
20364,2000-01-07,2000,1,7,1,7
20365,2000-01-08,2000,1,8,1,8
20366,2000-01-09,2000,1,9,1,9
20367,2000-01-10,2000,1,10,1,10
20368,2000-01-11,2000,1,11,1,11
20369,2000-01-12,2000,1,12,1,12
20370,2000-01-13,2000,1,13,1,13
20371,2000-01-14,2000,1,14,1,14
20372,2000-01-15,2000,1,15,1,15
20373,2000-01-16,2000,1,16,1,16
20375,2000-01-18,2000,1,18,1,18
20376,2000-01-19,2000,1,19,1,19
20377,2000-01-20,2000,1,20,1,20
20378,2000-01-21,2000,1,21,1,21
20379,2000-01-22,2000,1,22,1,22
20380,2000-01-23,2000,1,23,1,23
20381,2000-01-24,2000,1,24,1,24
20382,2000-01-25,2000,1,25,1,25
20383,2000-01-26,2000,1,26,1,26
20384,2000-01-27,2000,1,27,1,27
20385,2000-01-28,2000,1,28,1,28
20386,2000-01-29,2000,1,29,1,29
20387,2000-01-30,2000,1,30,1,30
20388,2000-01-31,2000,1,31,1,31
20389,2000-02-01,2000,2,1,1,32
20390,2000-02-02,2000,2,2,1,33
20391,2000-02-03,2000,2,3,1,34
20392,2000-02-04,2000,2,4,1,35
20393,2000-02-05,2000,2,5,1,36
20394,2000-02-06,2000,2,6,1,37
20395,2000-02-07,2000,2,7,1,38
20396,2000-02-08,2000,2,8,1,39
20397,2000-02-09,2000,2,9,1,40
20398,2000-02-10,2000,2,10,1,41
20399,2000-02-11,2000,2,11,1,42
20400,2000-02-12,2000,2,12,1,43
20401,2000-02-13,2000,2,13,1,44
20402,2000-02-14,2000,2,14,1,45
20403,2000-02-15,2000,2,15,1,46
20404,2000-02-16,2000,2,16,1,47
20405,2000-02-17,2000,2,17,1,48
20406,2000-02-18,2000,2,18,1,49
20407,2000-02-19,2000,2,19,1,50
20408,2000-02-20,2000,2,20,1,51
20409,2000-02-21,2000,2,21,1,52
20410,2000-02-22,2000,2,22,1,53
20411,2000-02-23,2000,2,23,1,54
20412,2000-02-24,2000,2,24,1,55
20413,2000-02-25,2000,2,25,1,56
20414,2000-02-26,2000,2,26,1,57
20415,2000-02-27,2000,2,27,1,58
20416,2000-02-28,2000,2,28,1,59
20417,2000-02-29,2000,2,29,1,60
20418,2000-03-01,2000,3,1,1,61
20419,2000-03-02,2000,3,2,1,62
20420,2000-03-03,2000,3,3,1,63
20421,2000-03-04,2000,3,4,1,64
20422,2000-03-05,2000,3,5,1,65
20423,2000-03-06,2000,3,6,1,66
20424,2000-03-07,2000,3,7,1,67
20425,2000-03-08,2000,3,8,1,68
20426,2000-03-09,2000,3,9,1,69
20427,2000-03-10,2000,3,10,1,70
20428,2000-03-11,2000,3,11,1,71
20429,2000-03-12,2000,3,12,1,72
20430,2000-03-13,2000,3,13,1,73
20431,2000-03-14,2000,3,14,1,74
20432,2000-03-15,2000,3,15,1,75
20433,2000-03-16,2000,3,16,1,76
20434,2000-03-17,2000,3,17,1,77
20435,2000-03-18,2000,3,18,1,78
20436,2000-03-19,2000,3,19,1,79
20437,2000-03-20,2000,3,20,1,80
20438,2000-03-21,2000,3,21,1,81
20439,2000-03-22,2000,3,22,1,82
20440,2000-03-23,2000,3,23,1,83
20441,2000-03-24,2000,3,24,1,84
20442,2000-03-25,2000,3,25,1,85
20443,2000-03-26,2000,3,26,1,86
20444,2000-03-27,2000,3,27,1,87
20445,2000-03-28,2000,3,28,1,88
20446,2000-03-29,2000,3,29,1,89
20447,2000-03-30,2000,3,30,1,90
20448,2000-03-31,2000,3,31,1,91
20449,2000-04-01,2000,4,1,1,92
20450,2000-04-02,2000,4,2,1,93
20451,2000-04-03,2000,4,3,1,94
20452,2000-04-04,2000,4,4,1,95
20453,2000-04-05,2000,4,5,1,96
20454,2000-04-06,2000,4,6,1,97
20455,2000-04-07,2000,4,7,1,98
20456,2000-04-08,2000,4,8,1,99
20457,2000-04-09,2000,4,9,1,100
20458,2000-04-10,2000,4,10,1,101
20459,2000-04-11,2000,4,11,1,102
20460,2000-04-12,2000,4,12,1,103
20461,2000-04-13,2000,4,13,1,104
20462,2000-04-14,2000,4,14,1,105
20463,2000-04-15,2000,4,15,1,106
20464,2000-04-16,2000,4,16,1,107
20465,2000-04-17,2000,4,17,1,108
20466,2000-04-18,2000,4,18,1,109
20467,2000-04-19,2000,4,19,1,110
20468,2000-04-20,2000,4,20,1,111
20469,2000-04-21,2000,4,21,1,112
20470,2000-04-22,2000,4,22,1,113
20471,2000-04-23,2000,4,23,1,114
20472,2000-04-24,2000,4,24,1,115
20473,2000-04-25,2000,4,25,1,116
20474,2000-04-26,2000,4,26,1,117
20475,2000-04-27,2000,4,27,1,118
20476,2000-04-28,2000,4,28,1,119
20477,2000-04-29,2000,4,29,1,120
20478,2000-04-30,2000,4,30,1,121
20479,2000-05-01,2000,5,1,1,122
20480,2000-05-02,2000,5,2,1,123
20481,2000-05-03,2000,5,3,1,124
20482,2000-05-04,2000,5,4,1,125
20483,2000-05-05,2000,5,5,1,126
20484,2000-05-06,2000,5,6,1,127
20485,2000-05-07,2000,5,7,1,128
20486,2000-05-08,2000,5,8,1,129
20487,2000-05-09,2000,5,9,1,130
20488,2000-05-10,2000,5,10,1,131
20489,2000-05-11,2000,5,11,1,132
20490,2000-05-12,2000,5,12,1,133
20491,2000-05-13,2000,5,13,1,134
20492,2000-05-14,2000,5,14,1,135
20493,2000-05-15,2000,5,15,1,136
20494,2000-05-16,2000,5,16,1,137
20495,2000-05-17,2000,5,17,1,138
20496,2000-05-18,2000,5,18,1,139
20497,2000-05-19,2000,5,19,1,140
20498,2000-05-20,2000,5,20,1,141
20499,2000-05-21,2000,5,21,1,142
20500,2000-05-22,2000,5,22,1,143
20501,2000-05-23,2000,5,23,1,144
20502,2000-05-24,2000,5,24,1,145
20503,2000-05-25,2000,5,25,1,146
20504,2000-05-26,2000,5,26,1,147
20505,2000-05-27,2000,5,27,1,148
20506,2000-05-28,2000,5,28,1,149
20507,2000-05-29,2000,5,29,1,150
20508,2000-05-30,2000,5,30,1,151
20509,2000-05-31,2000,5,31,1,152
20510,2000-06-01,2000,6,1,1,153
20511,2000-06-02,2000,6,2,1,154
20512,2000-06-03,2000,6,3,1,155
20513,2000-06-04,2000,6,4,1,156
20514,2000-06-05,2000,6,5,1,157
20515,2000-06-06,2000,6,6,1,158
20516,2000-06-07,2000,6,7,1,159
20517,2000-06-08,2000,6,8,1,160
20518,2000-06-09,2000,6,9,1,161
20519,2000-06-10,2000,6,10,1,162
20520,2000-06-11,2000,6,11,1,163
20521,2000-06-12,2000,6,12,1,164
20522,2000-06-13,2000,6,13,1,165
20523,2000-06-14,2000,6,14,1,166
20524,2000-06-15,2000,6,15,1,167
20525,2000-06-16,2000,6,16,1,168
20526,2000-06-17,2000,6,17,1,169
20527,2000-06-18,2000,6,18,1,170
20528,2000-06-19,2000,6,19,1,171
20529,2000-06-20,2000,6,20,1,172
20530,2000-06-21,2000,6,21,1,173
20531,2000-06-22,2000,6,22,1,174
20532,2000-06-23,2000,6,23,1,175
20533,2000-06-24,2000,6,24,1,176
20534,2000-06-25,2000,6,25,1,177
20535,2000-06-26,2000,6,26,1,178
20536,2000-06-27,2000,6,27,1,179
20537,2000-06-28,2000,6,28,1,180
20538,2000-06-29,2000,6,29,1,181
20539,2000-06-30,2000,6,30,1,182
20540,2000-07-01,2000,7,1,1,183
20541,2000-07-02,2000,7,2,1,184
20542,2000-07-03,2000,7,3,1,185
20543,2000-07-04,2000,7,4,1,186
20544,2000-07-05,2000,7,5,1,187
20545,2000-07-06,2000,7,6,1,188
20546,2000-07-07,2000,7,7,1,189
20547,2000-07-08,2000,7,8,1,190
20548,2000-07-09,2000,7,9,1,191
20549,2000-07-10,2000,7,10,1,192
20550,2000-07-11,2000,7,11,1,193
20551,2000-07-12,2000,7,12,1,194
20552,2000-07-13,2000,7,13,1,195
20553,2000-07-14,2000,7,14,1,196
20554,2000-07-15,2000,7,15,1,197
20555,2000-07-16,2000,7,16,1,198
20556,2000-07-17,2000,7,17,1,199
20557,2000-07-18,2000,7,18,1,200
20558,2000-07-19,2000,7,19,1,201
20559,2000-07-20,2000,7,20,1,202
20560,2000-07-21,2000,7,21,1,203
20561,2000-07-22,2000,7,22,1,204
20562,2000-07-23,2000,7,23,1,205
20563,2000-07-24,2000,7,24,1,206
20564,2000-07-25,2000,7,25,1,207
20565,2000-07-26,2000,7,26,1,208
20566,2000-07-27,2000,7,27,1,209
20567,2000-07-28,2000,7,28,1,210
20568,2000-07-29,2000,7,29,1,211
20569,2000-07-30,2000,7,30,1,212
20570,2000-07-31,2000,7,31,1,213
20571,2000-08-01,2000,8,1,1,214
20572,2000-08-02,2000,8,2,1,215
20573,2000-08-03,2000,8,3,1,216
20574,2000-08-04,2000,8,4,1,217
20575,2000-08-05,2000,8,5,1,218
20576,2000-08-06,2000,8,6,1,219
20577,2000-08-07,2000,8,7,1,220
20578,2000-08-08,2000,8,8,1,221
20579,2000-08-09,2000,8,9,1,222
20580,2000-08-10,2000,8,10,1,223
20581,2000-08-11,2000,8,11,1,224
20582,2000-08-12,2000,8,12,1,225
20583,2000-08-13,2000,8,13,1,226
20584,2000-08-14,2000,8,14,1,227
20585,2000-08-15,2000,8,15,1,228
20586,2000-08-16,2000,8,16,1,229
20587,2000-08-17,2000,8,17,1,230
20588,2000-08-18,2000,8,18,1,231
20589,2000-08-19,2000,8,19,1,232
20590,2000-08-20,2000,8,20,1,233
20591,2000-08-21,2000,8,21,1,234
20592,2000-08-22,2000,8,22,1,235
20593,2000-08-23,2000,8,23,1,236
20594,2000-08-24,2000,8,24,1,237
20595,2000-08-25,2000,8,25,1,238
20596,2000-08-26,2000,8,26,1,239
20597,2000-08-27,2000,8,27,1,240
20598,2000-08-28,2000,8,28,1,241
20599,2000-08-29,2000,8,29,1,242
20600,2000-08-30,2000,8,30,1,243
20601,2000-08-31,2000,8,31,1,244
20602,2000-09-01,2000,9,1,1,245
20603,2000-09-02,2000,9,2,1,246
20604,2000-09-03,2000,9,3,1,247
20605,2000-09-04,2000,9,4,1,248
20606,2000-09-05,2000,9,5,1,249
20607,2000-09-06,2000,9,6,1,250
20608,2000-09-07,2000,9,7,1,251
20609,2000-09-08,2000,9,8,1,252
20610,2000-09-09,2000,9,9,1,253
20611,2000-09-10,2000,9,10,1,254
20612,2000-09-11,2000,9,11,1,255
20613,2000-09-12,2000,9,12,1,256
20614,2000-09-13,2000,9,13,1,257
20615,2000-09-14,2000,9,14,1,258
20616,2000-09-15,2000,9,15,1,259
20617,2000-09-16,2000,9,16,1,260
20618,2000-09-17,2000,9,17,1,261
20619,2000-09-18,2000,9,18,1,262
20620,2000-09-19,2000,9,19,1,263
20621,2000-09-20,2000,9,20,1,264
20622,2000-09-21,2000,9,21,1,265
20623,2000-09-22,2000,9,22,1,266
20624,2000-09-23,2000,9,23,1,267
20625,2000-09-24,2000,9,24,1,268
20626,2000-09-25,2000,9,25,1,269
20627,2000-09-26,2000,9,26,1,270
20628,2000-09-27,2000,9,27,1,271
20629,2000-09-28,2000,9,28,1,272
20630,2000-09-29,2000,9,29,1,273
20631,2000-09-30,2000,9,30,1,274
20632,2000-10-01,2000,10,1,1,275
20633,2000-10-02,2000,10,2,1,276
20634,2000-10-03,2000,10,3,1,277
20635,2000-10-04,2000,10,4,1,278
20636,2000-10-05,2000,10,5,1,279
20637,2000-10-06,2000,10,6,1,280
20638,2000-10-07,2000,10,7,1,281
20639,2000-10-08,2000,10,8,1,282
20640,2000-10-09,2000,10,9,1,283
20641,2000-10-10,2000,10,10,1,284
20642,2000-10-11,2000,10,11,1,285
20643,2000-10-12,2000,10,12,1,286
20644,2000-10-13,2000,10,13,1,287
20645,2000-10-14,2000,10,14,1,288
20646,2000-10-15,2000,10,15,1,289
20647,2000-10-16,2000,10,16,1,290
20648,2000-10-17,2000,10,17,1,291
20649,2000-10-18,2000,10,18,1,292
20650,2000-10-19,2000,10,19,1,293
20651,2000-10-20,2000,10,20,1,294
20652,2000-10-21,2000,10,21,1,295
20653,2000-10-22,2000,10,22,1,296
20654,2000-10-23,2000,10,23,1,297
20655,2000-10-24,2000,10,24,1,298
20656,2000-10-25,2000,10,25,1,299
20657,2000-10-26,2000,10,26,1,300
20658,2000-10-27,2000,10,27,1,301
20659,2000-10-28,2000,10,28,1,302
20660,2000-10-29,2000,10,29,1,303
20661,2000-10-30,2000,10,30,1,304
20662,2000-10-31,2000,10,31,1,305
20663,2000-11-01,2000,11,1,1,306
20664,2000-11-02,2000,11,2,1,307
20665,2000-11-03,2000,11,3,1,308
20666,2000-11-04,2000,11,4,1,309
20667,2000-11-05,2000,11,5,1,310
20668,2000-11-06,2000,11,6,1,311
20669,2000-11-07,2000,11,7,1,312
20670,2000-11-08,2000,11,8,1,313
20671,2000-11-09,2000,11,9,1,314
20672,2000-11-10,2000,11,10,1,315
20673,2000-11-11,2000,11,11,1,316
20674,2000-11-12,2000,11,12,1,317
20675,2000-11-13,2000,11,13,1,318
20676,2000-11-14,2000,11,14,1,319
20677,2000-11-15,2000,11,15,1,320
20678,2000-11-16,2000,11,16,1,321
20679,2000-11-17,2000,11,17,1,322
20680,2000-11-18,2000,11,18,1,323
20681,2000-11-19,2000,11,19,1,324
20682,2000-11-20,2000,11,20,1,325
20683,2000-11-21,2000,11,21,1,326
20684,2000-11-22,2000,11,22,1,327
20685,2000-11-23,2000,11,23,1,328
20686,2000-11-24,2000,11,24,1,329
20687,2000-11-25,2000,11,25,1,330
20688,2000-11-26,2000,11,26,1,331
20689,2000-11-27,2000,11,27,1,332
20690,2000-11-28,2000,11,28,1,333
20691,2000-11-29,2000,11,29,1,334
20692,2000-11-30,2000,11,30,1,335
20693,2000-12-01,2000,12,1,1,336
20694,2000-12-02,2000,12,2,1,337
20695,2000-12-03,2000,12,3,1,338
20696,2000-12-04,2000,12,4,1,339
20697,2000-12-05,2000,12,5,1,340
20698,2000-12-06,2000,12,6,1,341
20699,2000-12-07,2000,12,7,1,342
20700,2000-12-08,2000,12,8,1,343
20701,2000-12-09,2000,12,9,1,344
20702,2000-12-10,2000,12,10,1,345
20703,2000-12-11,2000,12,11,1,346
20704,2000-12-12,2000,12,12,1,347
20705,2000-12-13,2000,12,13,1,348
20706,2000-12-14,2000,12,14,1,349
20707,2000-12-15,2000,12,15,1,350
20708,2000-12-16,2000,12,16,1,351
20709,2000-12-17,2000,12,17,1,352
20710,2000-12-18,2000,12,18,1,353
20711,2000-12-19,2000,12,19,1,354
20712,2000-12-20,2000,12,20,1,355
20713,2000-12-21,2000,12,21,1,356
20714,2000-12-22,2000,12,22,1,357
20715,2000-12-23,2000,12,23,1,358
20716,2000-12-24,2000,12,24,1,359
20717,2000-12-25,2000,12,25,1,360
20718,2000-12-26,2000,12,26,1,361
20719,2000-12-27,2000,12,27,1,362
20720,2000-12-28,2000,12,28,1,363
20721,2000-12-29,2000,12,29,1,364
20722,2000-12-30,2000,12,30,1,365
20723,2000-12-31,2000,12,31,1,366
20724,2001-01-01,2001,1,1,1,1
20725,2001-01-02,2001,1,2,1,2
20726,2001-01-03,2001,1,3,1,3
20727,2001-01-04,2001,1,4,1,4
20728,2001-01-05,2001,1,5,1,5
20729,2001-01-06,2001,1,6,1,6
20730,2001-01-07,2001,1,7,1,7
20731,2001-01-08,2001,1,8,1,8
20732,2001-01-09,2001,1,9,1,9
20733,2001-01-10,2001,1,10,1,10
20734,2001-01-11,2001,1,11,1,11
20735,2001-01-12,2001,1,12,1,12
20736,2001-01-13,2001,1,13,1,13
20737,2001-01-14,2001,1,14,1,14
20738,2001-01-15,2001,1,15,1,15
20739,2001-01-16,2001,1,16,1,16
20740,2001-01-17,2001,1,17,1,17
20741,2001-01-18,2001,1,18,1,18
20742,2001-01-19,2001,1,19,1,19
20743,2001-01-20,2001,1,20,1,20
20744,2001-01-21,2001,1,21,1,21
20745,2001-01-22,2001,1,22,1,22
20746,2001-01-23,2001,1,23,1,23
20747,2001-01-24,2001,1,24,1,24
20748,2001-01-25,2001,1,25,1,25
20749,2001-01-26,2001,1,26,1,26
20750,2001-01-27,2001,1,27,1,27
20751,2001-01-28,2001,1,28,1,28
20752,2001-01-29,2001,1,29,1,29
20753,2001-01-30,2001,1,30,1,30
20754,2001-01-31,2001,1,31,1,31
20755,2001-02-01,2001,2,1,1,32
20756,2001-02-02,2001,2,2,1,33
20757,2001-02-03,2001,2,3,1,34
20758,2001-02-04,2001,2,4,1,35
20759,2001-02-05,2001,2,5,1,36
20760,2001-02-06,2001,2,6,1,37
20761,2001-02-07,2001,2,7,1,38
20762,2001-02-08,2001,2,8,1,39
20763,2001-02-09,2001,2,9,1,40
20764,2001-02-10,2001,2,10,1,41
20765,2001-02-11,2001,2,11,1,42
20766,2001-02-12,2001,2,12,1,43
20767,2001-02-13,2001,2,13,1,44
20768,2001-02-14,2001,2,14,1,45
20769,2001-02-15,2001,2,15,1,46
20770,2001-02-16,2001,2,16,1,47
20771,2001-02-17,2001,2,17,1,48
20772,2001-02-18,2001,2,18,1,49
20773,2001-02-19,2001,2,19,1,50
20774,2001-02-20,2001,2,20,1,51
20775,2001-02-21,2001,2,21,1,52
20776,2001-02-22,2001,2,22,1,53
20777,2001-02-23,2001,2,23,1,54
20778,2001-02-24,2001,2,24,1,55
20779,2001-02-25,2001,2,25,1,56
20780,2001-02-26,2001,2,26,1,57
20781,2001-02-27,2001,2,27,1,58
20782,2001-02-28,2001,2,28,1,59
20783,2001-03-01,2001,3,1,1,60
20784,2001-03-02,2001,3,2,1,61
20785,2001-03-03,2001,3,3,1,62
20786,2001-03-04,2001,3,4,1,63
20787,2001-03-05,2001,3,5,1,64
20788,2001-03-06,2001,3,6,1,65
20789,2001-03-07,2001,3,7,1,66
20790,2001-03-08,2001,3,8,1,67
20791,2001-03-09,2001,3,9,1,68
20792,2001-03-10,2001,3,10,1,69
20793,2001-03-11,2001,3,11,1,70
20794,2001-03-12,2001,3,12,1,71
20795,2001-03-13,2001,3,13,1,72
20796,2001-03-14,2001,3,14,1,73
20797,2001-03-15,2001,3,15,1,74
20798,2001-03-16,2001,3,16,1,75
20799,2001-03-17,2001,3,17,1,76
20800,2001-03-18,2001,3,18,1,77
20801,2001-03-19,2001,3,19,1,78
20802,2001-03-20,2001,3,20,1,79
20803,2001-03-21,2001,3,21,1,80
20804,2001-03-22,2001,3,22,1,81
20805,2001-03-23,2001,3,23,1,82
20806,2001-03-24,2001,3,24,1,83
20807,2001-03-25,2001,3,25,1,84
20808,2001-03-26,2001,3,26,1,85
20809,2001-03-27,2001,3,27,1,86
20810,2001-03-28,2001,3,28,1,87
20811,2001-03-29,2001,3,29,1,88
